ID,Year,State,Crop_Type,Rainfall (mm),Soil_Type,Irrigation_Area (ha),Crop_Yield (kg/ha)
2669,2009,Punjab,Wheat,483,Loamy,126,3108
2670,2010,Punjab,Wheat,554,Loamy,176,3020
2671,2006,Punjab,Wheat,580,Loamy,120,3791
2672,2006,Punjab,Wheat,481,Loamy,143,3778
2673,2016,Punjab,Rice,886,Loamy,144,3365
2674,2001,Punjab,Rice,933,Alluvial,105,3138
2675,2009,Punjab,Bajra,553,Loamy,73,2951
2676,2005,Punjab,Wheat,578,Loamy,157,3886
2677,2005,Punjab,Rice,932,Loamy,102,2975
2678,2014,Punjab,Rice,827,Loamy,149,3006
2679,2018,Punjab,Rice,927,Loamy,141,3449
2680,2008,Punjab,Wheat,652,Alluvial,113,3172
2681,2017,Punjab,Bajra,595,Loamy,93,2159
2682,2007,Punjab,Rice,869,Alluvial,129,2667
2683,2005,Punjab,Bajra,426,Loamy,99,2956
2684,2013,Punjab,Rice,841,Loamy,131,2872
2685,2018,Punjab,Wheat,639,Loamy,179,3407
2686,2006,Punjab,Rice,975,Loamy,116,3359
2687,2019,Punjab,Rice,940,Loamy,156,3319
2688,2005,Punjab,Bajra,371,Loamy,90,2409
2689,2013,Punjab,Wheat,571,Loamy,146,3803
2690,2009,Punjab,Rice,828,Alluvial,124,2683
2691,2011,Punjab,Bajra,476,Loamy,63,2383
2692,2015,Punjab,Wheat,655,Loamy,153,3487
2693,2012,Punjab,Rice,901,Loamy,132,2806
2694,2019,Punjab,Wheat,436,Alluvial,148,2856
2695,2014,Punjab,Wheat,623,Loamy,115,3920
2696,2014,Punjab,Rice,841,Loamy,122,3019
2697,2000,Punjab,Rice,937,Loamy,156,2954
2698,2019,Punjab,Bajra,526,Alluvial,50,2423
2699,2020,Punjab,Bajra,388,Alluvial,97,2411
2700,2006,Punjab,Rice,968,Loamy,138,3367
2701,2003,Punjab,Wheat,596,Loamy,105,3573
2702,2014,Punjab,Wheat,555,Loamy,115,3211
2703,2007,Punjab,Wheat,520,Loamy,176,3449
2704,2020,Punjab,Wheat,647,Alluvial,144,2726
2705,2004,Punjab,Rice,845,Loamy,136,3479
2706,2002,Punjab,Rice,903,Loamy,114,3361
2707,2016,Punjab,Rice,914,Loamy,136,3126
2708,2006,Punjab,Wheat,675,Alluvial,152,2877
2709,2000,Punjab,Wheat,627,Loamy,153,3018
2710,2012,Punjab,Wheat,487,Loamy,145,3510
2711,2015,Punjab,Rice,900,Loamy,165,3013
2712,2004,Punjab,Bajra,474,Alluvial,95,2367
2713,2018,Punjab,Bajra,566,Alluvial,68,2498
2714,2012,Punjab,Bajra,334,Loamy,100,2261
2715,2018,Punjab,Wheat,629,Loamy,108,3868
2716,2011,Punjab,Wheat,644,Loamy,123,3904
2717,2006,Punjab,Bajra,526,Loamy,69,2846
2718,2002,Punjab,Wheat,540,Loamy,153,3545
2719,2000,Punjab,Bajra,595,Loamy,87,2422
2720,2015,Punjab,Wheat,595,Loamy,178,3875
2721,2018,Punjab,Rice,984,Alluvial,141,2994
2722,2009,Punjab,Rice,831,Loamy,166,3454
2723,2013,Punjab,Rice,870,Loamy,163,3371
2724,2005,Punjab,Wheat,415,Loamy,124,3681
2725,2010,Punjab,Wheat,640,Loamy,107,3001
2726,2015,Punjab,Rice,862,Loamy,142,3218
2727,2018,Punjab,Wheat,539,Alluvial,159,2915
2728,2009,Punjab,Rice,963,Loamy,153,3330
2729,2010,Punjab,Wheat,542,Alluvial,117,2750
2730,2000,Punjab,Wheat,691,Loamy,176,3981
2731,2010,Punjab,Wheat,406,Alluvial,114,3294
2732,2004,Punjab,Wheat,635,Alluvial,122,2819
2733,2003,Punjab,Rice,1000,Loamy,139,3317
2734,2002,Punjab,Wheat,461,Alluvial,174,3471
2735,2020,Punjab,Wheat,651,Loamy,124,3744
2736,2012,Punjab,Wheat,478,Alluvial,126,2980
2737,2001,Punjab,Rice,957,Alluvial,145,2859
2738,2002,Punjab,Rice,971,Alluvial,103,3049
2739,2005,Punjab,Wheat,430,Loamy,142,3042
2740,2008,Punjab,Bajra,314,Loamy,72,2773
2741,2018,Punjab,Bajra,441,Alluvial,61,2607
2742,2018,Punjab,Bajra,341,Loamy,72,2632
2743,2011,Punjab,Bajra,532,Loamy,72,2653
2744,2005,Punjab,Wheat,469,Loamy,124,3715
2745,2001,Punjab,Rice,912,Alluvial,115,2563
2746,2015,Punjab,Rice,948,Loamy,178,3416
2747,2011,Punjab,Wheat,435,Alluvial,170,2750
2748,2018,Punjab,Wheat,619,Loamy,100,3835
2749,2019,Punjab,Wheat,492,Loamy,145,3591
2750,2012,Punjab,Wheat,521,Loamy,118,3902
2751,2002,Punjab,Wheat,453,Loamy,120,3529
2752,2018,Punjab,Rice,894,Loamy,146,3449
2753,2015,Punjab,Wheat,608,Loamy,117,3002
2754,2000,Punjab,Bajra,319,Loamy,52,2231
2755,2010,Punjab,Bajra,582,Loamy,84,2513
2756,2008,Punjab,Bajra,557,Alluvial,55,2170
2757,2008,Punjab,Bajra,495,Loamy,62,2596
2758,2010,Punjab,Rice,894,Alluvial,131,3177
2759,2020,Punjab,Rice,991,Loamy,161,3152
2760,2000,Punjab,Wheat,413,Loamy,129,3663
2761,2016,Punjab,Rice,864,Loamy,137,3488
2762,2009,Punjab,Bajra,384,Alluvial,90,2213
2763,2010,Punjab,Bajra,377,Loamy,96,2466
2764,2007,Punjab,Bajra,381,Loamy,98,2684
2765,2011,Punjab,Wheat,665,Alluvial,164,2820
2766,2016,Punjab,Wheat,408,Loamy,151,3394
2767,2020,Punjab,Rice,998,Loamy,153,2859
2768,2001,Punjab,Wheat,554,Loamy,140,3474
2769,2010,Punjab,Rice,937,Loamy,137,3002
2770,2011,Punjab,Bajra,409,Alluvial,73,1887
2771,2005,Punjab,Wheat,439,Loamy,125,3012
2772,2000,Punjab,Wheat,479,Loamy,124,3078
2773,2019,Punjab,Wheat,456,Alluvial,118,3075
2774,2019,Punjab,Rice,911,Loamy,148,2856
2775,2007,Punjab,Rice,992,Alluvial,141,2954
2776,2013,Punjab,Wheat,457,Loamy,163,3033
2777,2017,Punjab,Wheat,625,Loamy,115,3325
2778,2018,Punjab,Wheat,654,Loamy,121,3004
2779,2020,Punjab,Rice,987,Alluvial,165,3037
2780,2020,Punjab,Wheat,515,Alluvial,114,3366
2781,2000,Punjab,Wheat,485,Loamy,163,3462
2782,2010,Punjab,Rice,932,Loamy,115,3141
2783,2002,Punjab,Wheat,421,Loamy,129,3120
2784,2012,Punjab,Wheat,520,Loamy,117,3956
2785,2001,Punjab,Wheat,507,Alluvial,114,2701
2786,2008,Punjab,Bajra,513,Loamy,88,2519
2787,2006,Punjab,Bajra,384,Alluvial,80,2532
2788,2012,Punjab,Bajra,408,Loamy,78,2772
2789,2006,Punjab,Wheat,514,Loamy,100,3368
2790,2004,Punjab,Rice,849,Alluvial,120,2675
2791,2020,Punjab,Bajra,553,Loamy,85,2593
2792,2018,Punjab,Wheat,511,Loamy,146,3307
2793,2003,Punjab,Bajra,495,Loamy,77,2998
2794,2003,Punjab,Rice,939,Alluvial,116,2892
2795,2012,Punjab,Bajra,406,Loamy,68,2632
2796,2017,Punjab,Wheat,632,Loamy,135,3341
2797,2013,Punjab,Wheat,403,Loamy,160,3412
2798,2020,Punjab,Rice,863,Alluvial,137,2882
2799,2003,Punjab,Wheat,535,Alluvial,121,3280
2800,2016,Punjab,Wheat,576,Loamy,177,3693
2801,2004,Punjab,Wheat,411,Loamy,120,3015
2802,2012,Punjab,Rice,815,Loamy,158,3283
2803,2019,Punjab,Bajra,371,Loamy,72,2721
2804,2012,Punjab,Wheat,489,Loamy,130,3733
2805,2018,Punjab,Bajra,545,Loamy,93,2378
2806,2020,Punjab,Bajra,462,Loamy,60,2475
2807,2010,Punjab,Rice,969,Loamy,176,3105
2808,2020,Punjab,Wheat,479,Loamy,125,3268
2809,2002,Punjab,Rice,830,Alluvial,128,2916
2810,2001,Punjab,Bajra,404,Loamy,67,2569
2811,2001,Punjab,Rice,888,Loamy,163,3244
2812,2019,Punjab,Rice,841,Loamy,163,3367
2813,2018,Punjab,Wheat,584,Loamy,142,3335
2814,2007,Punjab,Rice,967,Loamy,180,3086
2815,2018,Punjab,Bajra,361,Alluvial,91,2365
2816,2020,Punjab,Bajra,499,Loamy,100,2881
2817,2017,Punjab,Bajra,593,Loamy,66,2372
2818,2000,Punjab,Wheat,503,Loamy,114,3374
2819,2009,Punjab,Wheat,415,Loamy,123,3939
2820,2010,Punjab,Rice,993,Loamy,140,3342
2821,2013,Punjab,Bajra,376,Loamy,100,2863
2822,2006,Punjab,Wheat,448,Loamy,158,3287
2823,2016,Punjab,Bajra,371,Loamy,61,2085
2824,2000,Punjab,Wheat,489,Alluvial,173,2792
2825,2005,Punjab,Wheat,559,Loamy,117,3440
2826,2008,Punjab,Bajra,448,Alluvial,76,2421
2827,2006,Punjab,Bajra,575,Loamy,51,2043
2828,2016,Punjab,Wheat,677,Alluvial,111,3187
2829,2012,Punjab,Rice,838,Alluvial,122,2726
2830,2013,Punjab,Bajra,358,Loamy,81,2859
2831,2002,Punjab,Wheat,650,Alluvial,143,2793
2832,2002,Punjab,Rice,880,Loamy,135,3040
2833,2000,Punjab,Wheat,520,Alluvial,148,2844
2834,2000,Punjab,Wheat,670,Alluvial,140,3498
2835,2003,Punjab,Rice,829,Alluvial,138,2788
2836,2017,Punjab,Bajra,443,Loamy,53,2924
2837,2015,Punjab,Bajra,560,Loamy,63,2820
2838,2002,Punjab,Wheat,631,Loamy,104,3966
2839,2004,Punjab,Bajra,595,Loamy,57,2963
2840,2006,Punjab,Rice,946,Loamy,147,2983
2841,2007,Punjab,Rice,908,Loamy,176,2851
2842,2005,Punjab,Rice,890,Loamy,145,3276
2843,2005,Punjab,Wheat,647,Loamy,178,3245
2844,2006,Punjab,Bajra,494,Alluvial,92,2120
2845,2007,Punjab,Bajra,544,Loamy,87,2613
2846,2000,Punjab,Rice,950,Alluvial,101,3187
2847,2000,Punjab,Rice,980,Loamy,101,3272
2848,2003,Punjab,Bajra,558,Loamy,86,2775
2849,2010,Punjab,Rice,875,Loamy,113,3372
2850,2008,Punjab,Bajra,533,Alluvial,75,1805
2851,2014,Punjab,Wheat,531,Loamy,120,3866
2852,2009,Punjab,Bajra,316,Loamy,91,2119
2853,2008,Punjab,Bajra,363,Loamy,62,2695
2854,2005,Punjab,Wheat,611,Alluvial,121,3360
2855,2012,Punjab,Bajra,598,Loamy,73,2816
2856,2006,Punjab,Rice,863,Loamy,147,3120
2857,2009,Punjab,Rice,908,Alluvial,170,3051
2858,2007,Punjab,Rice,990,Loamy,133,2950
2859,2004,Punjab,Bajra,445,Alluvial,85,2483
2860,2013,Punjab,Bajra,524,Loamy,56,2688
2861,2006,Punjab,Bajra,431,Loamy,86,2962
2862,2001,Punjab,Wheat,524,Loamy,109,3217
2863,2004,Punjab,Rice,953,Alluvial,107,3035
2864,2004,Punjab,Rice,898,Loamy,155,3454
2865,2019,Punjab,Rice,844,Alluvial,178,2711
2866,2002,Punjab,Rice,952,Loamy,160,3119
2867,2017,Punjab,Bajra,531,Loamy,64,2492
2868,2015,Punjab,Bajra,407,Loamy,64,2848
2869,2007,Punjab,Bajra,586,Loamy,50,2457
2870,2007,Punjab,Rice,919,Loamy,177,3050
2871,2018,Punjab,Bajra,442,Loamy,83,2691
2872,2012,Punjab,Bajra,562,Loamy,64,2672
2873,2013,Punjab,Wheat,568,Loamy,157,3090
2874,2018,Punjab,Wheat,448,Loamy,116,3528
2875,2008,Punjab,Rice,849,Alluvial,106,2796
2876,2017,Punjab,Wheat,470,Loamy,144,3401
2877,2009,Punjab,Wheat,507,Loamy,152,3925
2878,2001,Punjab,Rice,957,Loamy,162,3067
2879,2005,Punjab,Rice,941,Alluvial,106,3198
2880,2015,Punjab,Wheat,611,Alluvial,121,3039
2881,2010,Punjab,Wheat,604,Loamy,101,3727
2882,2017,Punjab,Wheat,521,Loamy,105,3882
2883,2009,Punjab,Wheat,628,Loamy,151,3023
2884,2007,Punjab,Wheat,668,Loamy,154,3603
2885,2011,Punjab,Rice,905,Alluvial,141,2633
2886,2012,Punjab,Wheat,415,Loamy,142,3208
2887,2014,Punjab,Rice,912,Alluvial,139,3028
2888,2017,Punjab,Bajra,308,Loamy,87,2369
2889,2010,Punjab,Wheat,632,Loamy,105,3112
2890,2007,Punjab,Wheat,643,Alluvial,127,3218
2891,2011,Punjab,Bajra,445,Loamy,93,2119
2892,2020,Punjab,Wheat,525,Loamy,126,3402
2893,2016,Punjab,Rice,854,Loamy,169,3452
2894,2014,Punjab,Rice,862,Loamy,148,3168
2895,2006,Punjab,Bajra,497,Loamy,68,2625
2896,2010,Punjab,Bajra,320,Loamy,66,2206
2897,2019,Punjab,Bajra,504,Loamy,65,2015
2898,2005,Punjab,Rice,904,Alluvial,154,2732
2899,2006,Punjab,Rice,866,Alluvial,163,2623
2900,2003,Punjab,Wheat,696,Loamy,125,3812
2901,2013,Punjab,Bajra,487,Loamy,98,2701
2902,2000,Punjab,Bajra,402,Alluvial,64,1810
2903,2004,Punjab,Rice,812,Loamy,176,3409
2904,2010,Punjab,Bajra,306,Loamy,72,2810
2905,2002,Punjab,Rice,863,Loamy,173,2951
2906,2013,Punjab,Rice,987,Loamy,107,3314
2907,2014,Punjab,Bajra,317,Loamy,81,2101
2908,2007,Punjab,Wheat,661,Loamy,122,3417
2909,2019,Punjab,Bajra,379,Loamy,80,2535
2910,2006,Punjab,Wheat,542,Loamy,180,3023
2911,2019,Punjab,Bajra,495,Alluvial,79,2196
2912,2004,Punjab,Rice,968,Loamy,169,2933
2913,2013,Punjab,Bajra,303,Loamy,99,2564
2914,2000,Punjab,Rice,906,Alluvial,139,3104
2915,2015,Punjab,Bajra,423,Loamy,55,2703
2916,2014,Punjab,Bajra,572,Loamy,99,2753
2917,2003,Punjab,Wheat,547,Loamy,153,3366
2918,2018,Punjab,Rice,896,Alluvial,162,2862
2919,2017,Punjab,Wheat,404,Loamy,180,3119
2920,2002,Punjab,Wheat,686,Loamy,117,3387
2921,2020,Punjab,Rice,897,Loamy,175,3402
2922,2008,Punjab,Rice,967,Loamy,111,3447
2923,2012,Punjab,Rice,822,Alluvial,173,2598
2924,2007,Punjab,Bajra,328,Loamy,86,2761
2925,2020,Punjab,Bajra,476,Alluvial,66,2477
2926,2018,Punjab,Wheat,590,Loamy,127,3702
2927,2015,Punjab,Bajra,482,Alluvial,77,2160
2928,2003,Punjab,Rice,816,Alluvial,104,3064
2929,2006,Punjab,Bajra,383,Loamy,58,2154
2930,2014,Punjab,Bajra,435,Alluvial,77,2267
2931,2003,Punjab,Rice,908,Loamy,151,3072
2932,2012,Punjab,Rice,958,Loamy,156,3093
2933,2012,Punjab,Wheat,589,Loamy,112,3212
2934,2011,Punjab,Bajra,580,Loamy,57,2253
2935,2017,Punjab,Bajra,543,Loamy,90,2138
2936,2002,Punjab,Rice,985,Loamy,172,2898
2937,2002,Punjab,Rice,823,Loamy,154,3445
2938,2020,Punjab,Rice,862,Loamy,141,3289
2939,2004,Punjab,Rice,985,Alluvial,104,3053
2940,2016,Punjab,Bajra,460,Alluvial,94,2227
2941,2006,Punjab,Bajra,562,Alluvial,68,2474
2942,2011,Punjab,Bajra,536,Alluvial,91,2644
2943,2012,Punjab,Bajra,448,Loamy,73,2307
2944,2001,Punjab,Rice,808,Loamy,111,3185
2945,2001,Punjab,Rice,819,Alluvial,130,2790
2946,2001,Punjab,Wheat,443,Loamy,159,3595
2947,2008,Punjab,Bajra,373,Loamy,69,2932
2948,2017,Punjab,Wheat,659,Alluvial,119,2888
2949,2000,Punjab,Rice,894,Alluvial,118,2858
2950,2005,Punjab,Rice,885,Alluvial,131,2639
2951,2003,Punjab,Wheat,591,Alluvial,139,3337
2952,2018,Punjab,Bajra,357,Loamy,59,2584
2953,2020,Punjab,Wheat,438,Alluvial,126,2991
2954,2009,Punjab,Wheat,507,Loamy,106,3763
2955,2017,Punjab,Wheat,668,Loamy,180,3719
2956,2001,Punjab,Rice,833,Loamy,153,3084
2957,2006,Punjab,Bajra,325,Loamy,68,2494
2958,2015,Punjab,Bajra,498,Loamy,89,2859
2959,2018,Punjab,Rice,967,Loamy,137,3384
2960,2016,Punjab,Wheat,409,Loamy,102,3932
2961,2016,Punjab,Bajra,410,Loamy,87,2919
2962,2013,Punjab,Rice,932,Loamy,104,3188
2963,2013,Punjab,Wheat,424,Loamy,131,3117
2964,2003,Punjab,Wheat,445,Loamy,115,3034
2965,2020,Punjab,Wheat,651,Loamy,173,3626
2966,2010,Punjab,Rice,907,Loamy,150,3411
2967,2012,Punjab,Rice,888,Loamy,137,3411
2968,2015,Punjab,Wheat,649,Loamy,160,3467
2969,2020,Punjab,Rice,888,Loamy,166,3139
2970,2009,Punjab,Bajra,528,Alluvial,83,2608
2971,2011,Punjab,Rice,819,Loamy,170,3023
2972,2010,Punjab,Bajra,424,Alluvial,57,2201
2973,2012,Punjab,Bajra,445,Loamy,72,2175
2974,2015,Punjab,Rice,854,Loamy,136,3128
2975,2014,Punjab,Rice,818,Loamy,156,3279
2976,2020,Punjab,Wheat,447,Loamy,105,3592
2977,2019,Punjab,Bajra,371,Alluvial,64,2232
2978,2009,Punjab,Bajra,375,Loamy,94,2316
2979,2018,Punjab,Rice,956,Loamy,168,3347
2980,2008,Punjab,Rice,805,Loamy,139,3376
2981,2008,Punjab,Bajra,600,Loamy,80,2241
2982,2009,Punjab,Wheat,483,Loamy,113,3579
2983,2013,Punjab,Rice,911,Alluvial,105,2912
2984,2005,Punjab,Rice,897,Loamy,112,3231
2985,2013,Punjab,Rice,954,Alluvial,145,3099
2986,2016,Punjab,Rice,856,Alluvial,122,3191
2987,2011,Punjab,Wheat,514,Loamy,148,3412
2988,2020,Punjab,Bajra,519,Loamy,56,2588
2989,2002,Punjab,Bajra,491,Loamy,87,2885
2990,2009,Punjab,Rice,847,Alluvial,179,2551
2991,2016,Punjab,Wheat,521,Loamy,172,3582
2992,2017,Punjab,Rice,943,Loamy,127,3217
2993,2020,Punjab,Bajra,505,Alluvial,80,2390
2994,2005,Punjab,Wheat,449,Alluvial,149,2892
2995,2012,Punjab,Bajra,509,Loamy,87,2185
2996,2012,Punjab,Bajra,520,Alluvial,55,2228
2997,2000,Punjab,Wheat,422,Alluvial,137,3212
2998,2007,Punjab,Bajra,394,Loamy,99,2317
2999,2019,Punjab,Bajra,446,Loamy,51,2612
3000,2016,Punjab,Rice,916,Loamy,176,3140
3001,2015,Punjab,Bajra,529,Alluvial,74,1969
3002,2014,Punjab,Bajra,352,Loamy,100,2301
3003,2003,Punjab,Bajra,362,Loamy,92,2928
3004,2012,Punjab,Rice,939,Loamy,154,3160
3005,2010,Punjab,Rice,906,Alluvial,101,2575
3006,2018,Punjab,Rice,801,Alluvial,172,3000
3007,2006,Punjab,Rice,836,Loamy,116,3246
3008,2017,Punjab,Wheat,490,Alluvial,144,3302
3009,2009,Punjab,Rice,970,Alluvial,140,2964
3010,2016,Punjab,Wheat,646,Loamy,101,3259
3011,2000,Punjab,Bajra,304,Loamy,67,2935
3012,2015,Punjab,Rice,828,Loamy,153,2882
3013,2008,Punjab,Rice,953,Loamy,153,3248
3014,2016,Punjab,Bajra,353,Alluvial,51,2148
3015,2020,Punjab,Bajra,531,Alluvial,74,2271
3016,2009,Punjab,Wheat,404,Loamy,125,3894
3017,2007,Punjab,Wheat,503,Loamy,149,3768
3018,2006,Punjab,Rice,896,Loamy,135,2806
3019,2008,Punjab,Wheat,435,Loamy,172,3180
3020,2017,Punjab,Wheat,564,Loamy,174,3094
3021,2016,Punjab,Wheat,505,Alluvial,114,3365
3022,2005,Punjab,Wheat,561,Loamy,108,3130
3023,2007,Punjab,Wheat,680,Loamy,138,3067
3024,2012,Punjab,Wheat,632,Alluvial,119,3303
3025,2007,Punjab,Bajra,459,Loamy,81,2978
3026,2017,Punjab,Bajra,560,Loamy,74,2358
3027,2008,Punjab,Rice,819,Loamy,178,3068
3028,2012,Punjab,Wheat,700,Loamy,169,3694
3029,2011,Punjab,Rice,916,Alluvial,134,2860
3030,2003,Punjab,Bajra,526,Alluvial,70,2410
3031,2020,Punjab,Bajra,436,Loamy,64,2819
3032,2003,Punjab,Wheat,471,Loamy,165,3595
3033,2017,Punjab,Wheat,562,Alluvial,109,3127
3034,2006,Punjab,Bajra,388,Alluvial,94,2074
3035,2000,Punjab,Rice,892,Alluvial,106,2785
3036,2016,Punjab,Wheat,524,Alluvial,176,3334
3037,2020,Punjab,Wheat,411,Loamy,173,3708
3038,2000,Punjab,Rice,869,Loamy,145,3060
3039,2019,Punjab,Bajra,478,Loamy,64,2476
3040,2010,Punjab,Bajra,385,Alluvial,91,1885
3041,2015,Punjab,Bajra,481,Loamy,51,2714
3042,2010,Punjab,Rice,998,Loamy,125,2870
3043,2018,Punjab,Rice,802,Loamy,150,3070
3044,2002,Punjab,Bajra,324,Loamy,91,2391
3045,2004,Punjab,Bajra,347,Alluvial,56,2269
3046,2002,Punjab,Wheat,568,Alluvial,161,3022
3047,2019,Punjab,Rice,803,Loamy,170,3229
3048,2016,Punjab,Rice,976,Alluvial,100,2689
3049,2011,Punjab,Bajra,574,Loamy,56,2775
3050,2003,Punjab,Bajra,526,Alluvial,74,2525
3051,2016,Punjab,Bajra,300,Loamy,75,2171
3052,2007,Punjab,Bajra,406,Alluvial,96,2017
3053,2017,Punjab,Wheat,699,Loamy,114,3889
3054,2006,Punjab,Wheat,625,Loamy,117,3958
3055,2017,Punjab,Wheat,597,Alluvial,110,3185
3056,2007,Punjab,Bajra,481,Alluvial,84,2674
3057,2009,Punjab,Rice,987,Loamy,100,3446
3058,2019,Punjab,Rice,815,Loamy,132,2863
3059,2019,Punjab,Rice,813,Loamy,123,3030
3060,2020,Punjab,Wheat,511,Loamy,137,3373
3061,2018,Punjab,Rice,912,Loamy,157,3156
3062,2019,Punjab,Wheat,547,Loamy,148,3340
3063,2007,Punjab,Rice,983,Loamy,123,3211
3064,2019,Punjab,Rice,874,Loamy,118,3173
3065,2020,Punjab,Bajra,487,Loamy,98,2661
3066,2009,Punjab,Wheat,649,Loamy,162,3512
3067,2005,Punjab,Wheat,620,Loamy,117,3979
3068,2015,Punjab,Wheat,678,Loamy,128,3502
3069,2015,Punjab,Bajra,437,Loamy,59,2083
3070,2017,Punjab,Wheat,682,Loamy,147,3335
3071,2007,Punjab,Wheat,410,Loamy,145,3307
3072,2017,Punjab,Wheat,656,Loamy,154,3824
3073,2011,Punjab,Wheat,629,Loamy,113,3864
3074,2014,Punjab,Rice,873,Alluvial,159,3196
3075,2010,Punjab,Bajra,411,Alluvial,54,2134
3076,2014,Punjab,Bajra,375,Alluvial,73,2303
3077,2012,Punjab,Rice,860,Loamy,169,2990
3078,2001,Punjab,Bajra,507,Loamy,93,2355
3079,2014,Punjab,Wheat,485,Loamy,131,3392
3080,2016,Punjab,Bajra,452,Alluvial,95,1979
3081,2004,Punjab,Wheat,493,Loamy,138,3025
3082,2008,Punjab,Wheat,410,Loamy,163,3170
3083,2009,Punjab,Rice,802,Loamy,156,2968
3084,2008,Punjab,Bajra,433,Loamy,63,2541
3085,2005,Punjab,Rice,923,Loamy,131,2916
3086,2014,Punjab,Rice,984,Loamy,171,3000
3087,2018,Punjab,Rice,877,Alluvial,139,3047
3088,2002,Punjab,Wheat,535,Loamy,132,3535
3089,2008,Punjab,Wheat,449,Alluvial,128,2951
3090,2001,Punjab,Bajra,494,Loamy,54,2405
3091,2016,Punjab,Bajra,481,Alluvial,61,2299
3092,2006,Punjab,Wheat,664,Alluvial,170,2915
3093,2010,Punjab,Bajra,366,Loamy,69,2590
3094,2015,Punjab,Wheat,445,Loamy,151,3246
3095,2005,Punjab,Rice,919,Loamy,152,2805
3096,2005,Punjab,Wheat,571,Alluvial,178,3061
3097,2007,Punjab,Bajra,435,Loamy,59,2084
3098,2006,Punjab,Wheat,433,Loamy,166,3451
3099,2019,Punjab,Rice,897,Loamy,150,2952
3100,2003,Punjab,Wheat,595,Loamy,117,3223
3101,2011,Punjab,Bajra,480,Loamy,80,2714
3102,2009,Punjab,Bajra,498,Loamy,70,2618
3103,2013,Punjab,Rice,909,Alluvial,136,3183
3104,2000,Punjab,Rice,969,Loamy,174,2881
3105,2011,Punjab,Bajra,428,Loamy,63,2171
3106,2017,Punjab,Wheat,598,Loamy,101,3959
3107,2012,Punjab,Bajra,560,Alluvial,56,2278
3108,2002,Punjab,Wheat,634,Loamy,140,3472
3109,2014,Punjab,Rice,939,Loamy,107,3499
3110,2020,Punjab,Rice,935,Alluvial,143,2948
3111,2004,Punjab,Rice,860,Loamy,117,2876
3112,2016,Punjab,Wheat,439,Loamy,144,3449
3113,2006,Punjab,Wheat,678,Loamy,131,3825
3114,2000,Punjab,Bajra,325,Loamy,83,2857
3115,2018,Punjab,Rice,949,Alluvial,117,2528
3116,2009,Punjab,Rice,889,Alluvial,145,3129
3117,2006,Punjab,Rice,875,Loamy,172,3418
3118,2008,Punjab,Wheat,580,Loamy,138,3084
3119,2002,Punjab,Bajra,423,Alluvial,89,2468
3120,2010,Punjab,Wheat,662,Alluvial,140,3449
3121,2002,Punjab,Rice,849,Loamy,155,3119
3122,2003,Punjab,Bajra,500,Alluvial,67,1840
3123,2007,Punjab,Bajra,344,Loamy,82,2858
3124,2019,Punjab,Bajra,465,Loamy,90,2544
3125,2019,Punjab,Wheat,489,Loamy,180,3596
3126,2017,Punjab,Rice,962,Loamy,142,3066
3127,2005,Punjab,Rice,972,Loamy,142,3273
3128,2000,Punjab,Wheat,474,Loamy,146,3997
3129,2002,Punjab,Wheat,677,Loamy,102,3895
3130,2005,Punjab,Wheat,478,Loamy,137,3576
3131,2010,Punjab,Bajra,407,Alluvial,88,2008
3132,2018,Punjab,Bajra,305,Loamy,59,2410
3133,2003,Punjab,Bajra,595,Loamy,82,2455
3134,2018,Punjab,Rice,829,Loamy,119,3107
3135,2018,Punjab,Wheat,457,Alluvial,130,2927
3136,2005,Punjab,Bajra,319,Loamy,100,2451
3137,2006,Punjab,Bajra,600,Loamy,68,2331
3138,2020,Punjab,Bajra,488,Loamy,99,2003
3139,2003,Punjab,Rice,834,Alluvial,145,2819
3140,2014,Punjab,Wheat,474,Alluvial,108,3367
3141,2017,Punjab,Bajra,445,Loamy,82,2159
3142,2018,Punjab,Wheat,592,Loamy,115,3235
3143,2020,Punjab,Rice,835,Loamy,157,2803
3144,2009,Punjab,Wheat,585,Alluvial,142,3422
3145,2000,Punjab,Wheat,410,Loamy,158,3548
3146,2008,Punjab,Bajra,402,Loamy,88,2382
3147,2006,Punjab,Bajra,446,Loamy,74,2039
3148,2004,Punjab,Rice,869,Loamy,121,3344
3149,2007,Punjab,Bajra,474,Loamy,65,2021
3150,2010,Punjab,Rice,962,Loamy,121,3213
3151,2017,Punjab,Wheat,594,Loamy,115,3379
3152,2015,Punjab,Wheat,440,Alluvial,132,2947
3153,2012,Punjab,Wheat,465,Alluvial,157,2875
3154,2005,Punjab,Rice,842,Loamy,173,2805
3155,2016,Punjab,Wheat,468,Loamy,179,3170
3156,2019,Punjab,Wheat,541,Alluvial,119,3051
3157,2015,Punjab,Rice,917,Loamy,108,3477
3158,2004,Punjab,Rice,829,Loamy,127,3426
3159,2020,Punjab,Rice,804,Loamy,177,3089
3160,2010,Punjab,Bajra,581,Alluvial,70,2176
3161,2015,Punjab,Wheat,563,Loamy,155,3267
3162,2001,Punjab,Bajra,597,Alluvial,96,2445
3163,2019,Punjab,Rice,959,Alluvial,117,2619
3164,2014,Punjab,Bajra,384,Alluvial,84,2130
3165,2013,Punjab,Bajra,431,Loamy,53,2907
3166,2012,Punjab,Bajra,472,Alluvial,83,2171
